frac, phi, Eg, dge, Ed, s, Ce, ge, Y
0.271756,0.6,60.6191,0.6764583478,10000,1,0.737585,2.94243,0
0.241535,0.55,90.8506,0.6362597435,10000,0.9,0.816977,2.91716,0
0.258708,0.55,71.3282,0.6492281972,10000,0.95,0.76422,2.92983,0
0.255179,0.55,73.3254,0.6476130843,10000,0.95,0.767934,2.93121,0
0.19531,0.4,168.0517,0.522475548,7000,0.5,0.952469,2.88141,0
0.230905,0.5,106.2889,0.6352196173,5000,0.85,0.844984,2.88147,0
0.207593,0.45,142.899,0.5553124676,7000,0.65,0.916124,2.89585,0
0.195194,0.4,179.9998,0.4900311334,10000,0.5,0.948704,2.91293,0
0.220324,0.55,100.1412,0.6123156837,10000,0.75,0.890767,2.91333,0
0.277686,0.65,53.3949,0.6910159481,10000,1,0.734918,2.9574,0
0.206765,0.45,148.0449,0.5450052695,10000,0.65,0.915388,2.90592,0
0.219285,0.5,114.1816,0.5848431783,10000,0.75,0.879487,2.91428,0
0.214595,0.45,146.0137,0.5887369295,7000,0.75,0.888789,2.87627,0
0.237997,0.55,95.8976,0.6705342956,5000,0.9,0.836363,2.87675,0
0.202348,0.4,173.6974,0.549347625,5000,0.6,0.929654,2.86693,0
0.195891,0.4,158.6848,0.5208648783,5000,0.5,0.950754,2.88479,0
0.195716,0.4,179.9435,0.5144066887,7000,0.5,0.954466,2.88494,0
0.230362,0.6,75.8455,0.6382666528,10000,0.8,0.85742,2.93516,0
0.206742,0.5,122.122,0.5732784654,7000,0.65,0.926299,2.90561,0
0.198335,0.4,179.9962,0.5307797408,5000,0.55,0.943596,2.87512,0
0.196559,0.4,179.901,0.5247423504,7000,0.55,0.940895,2.88303,0
0.205268,0.45,148.5987,0.6034955758,5000,0.65,0.933726,2.8428,0
0.228434,0.55,89.5756,0.6162197103,7000,0.8,0.85658,2.9233,0
0.227657,0.5,97.3721,0.6001029542,10000,0.8,0.8448,2.91973,0
0.233137,0.55,79.4072,0.6031842529,10000,0.8,0.837156,2.94774,0
0.198044,0.4,170.0821,0.5539181549,5000,0.55,0.945886,2.85416,0
0.198077,0.4,179.9533,0.5243208956,7000,0.55,0.941365,2.88342,0
0.19539,0.4,179.9188,0.5145506078,10000,0.5,0.953273,2.88692,0
0.195536,0.4,168.8386,0.5132895426,5000,0.5,0.951672,2.88791,0
0.207897,0.5,121.4477,0.5791565601,7000,0.65,0.927074,2.89705,0
0.263157,0.6,70.023,0.6894297197,10000,1,0.764788,2.91872,0
0.213512,0.5,118.8773,0.5868447131,7000,0.7,0.906437,2.90005,0
0.228494,0.5,120.6555,0.6041489133,10000,0.85,0.847431,2.90546,0
0.238796,0.55,88.5558,0.6722579425,5000,0.9,0.827146,2.88313,0
0.212041,0.45,139.6145,0.5514373005,10000,0.7,0.892969,2.9115,0
0.19618,0.45,146.1438,0.5230344308,7000,0.5,0.963456,2.90176,0
0.194476,0.4,179.5861,0.4906362918,10000,0.5,0.948527,2.91391,0
0.204448,0.45,166.4244,0.5803250099,7000,0.65,0.934436,2.86126,0
0.213092,0.5,114.5288,0.5848884153,10000,0.7,0.901384,2.90675,0
0.190514,0.4,153.8154,0.4824330973,5000,0.4,0.969889,2.90713,0
0.195281,0.4,168.4251,0.5272067521,5000,0.5,0.95455,2.8734,0
0.195577,0.4,172.6871,0.5257392625,7000,0.5,0.954699,2.87539,0
0.199336,0.4,158.9954,0.5376143003,5000,0.55,0.938455,2.87618,0
0.198598,0.4,165.4152,0.5392181077,5000,0.55,0.941143,2.87051,0
0.195994,0.4,161.0845,0.5177885551,7000,0.5,0.949614,2.8871,0
0.192753,0.4,172.9134,0.4861139011,7000,0.45,0.960944,2.90859,0
0.189738,0.35,180,0.4926821236,5000,0.4,0.959368,2.87618,0
0.214117,0.5,113.9399,0.5793830195,7000,0.7,0.900526,2.91104,0
0.259035,0.6,66.9486,0.6798712665,10000,0.95,0.778681,2.92677,0
0.196034,0.4,179.8328,0.4994951111,7000,0.5,0.950694,2.90164,0
0.213941,0.5,112.3514,0.5726047281,10000,0.7,0.895697,2.92059,0
0.195598,0.4,168.1988,0.5176169688,5000,0.5,0.952718,2.88505,0
0.195612,0.4,166.1777,0.5043300641,7000,0.5,0.948497,2.90181,0
0.195674,0.4,174.8415,0.5270942263,7000,0.5,0.954822,2.87291,0
0.195026,0.4,179.9981,0.523535556,5000,0.5,0.957044,2.87372,0
0.246846,0.55,79.6091,0.6263255646,10000,0.9,0.795852,2.93767,0
0.198756,0.45,153.7177,0.5233025129,7000,0.55,0.949616,2.90903,0
0.199067,0.4,168.0153,0.553293521,5000,0.55,0.944652,2.85128,0
0.195447,0.4,171.3774,0.518507307,7000,0.5,0.952738,2.88431,0
0.209887,0.4,169.4561,0.5790987411,5000,0.7,0.900868,2.85333,0
0.194666,0.4,167.052,0.5077708768,7000,0.5,0.949477,2.89643,0
0.243096,0.55,84.3097,0.6430409858,10000,0.9,0.809666,2.91784,0
0.208479,0.5,121.2949,0.5738982024,7000,0.65,0.925532,2.9041,0
0.199498,0.45,139.3852,0.5251144939,10000,0.55,0.943383,2.91321,0
0.254375,0.6,71.8001,0.6831408878,10000,0.95,0.790468,2.91716,0
0.206109,0.45,144.1855,0.5623799597,7000,0.65,0.919016,2.89023,0
0.214097,0.55,102.566,0.6052534636,7000,0.7,0.914676,2.90806,0
0.20204,0.45,133.9724,0.5513362804,7000,0.6,0.929954,2.89685,0
0.229922,0.5,104.7206,0.5985737763,10000,0.85,0.830301,2.92084,0
0.195502,0.4,169.2772,0.5068161664,5000,0.5,0.950867,2.89557,0
0.195624,0.4,171.8217,0.5163650472,7000,0.5,0.951815,2.8857,0
0.204127,0.5,110.9181,0.5342720736,10000,0.6,0.926934,2.94361,0
0.252275,0.55,80.9395,0.6530094044,10000,0.95,0.783687,2.9159,0
0.221196,0.55,93.1168,0.5977625217,10000,0.75,0.878698,2.93273,0
0.216334,0.4,177.6269,0.5951037497,5000,0.8,0.871917,2.84841,0
0.195077,0.4,179.9998,0.5122896817,7000,0.5,0.953773,2.8885,0
0.225481,0.5,123.2447,0.6377180201,5000,0.85,0.863197,2.86884,0
0.261212,0.6,64.1653,0.6598445736,10000,0.95,0.765927,2.94739,0
0.233571,0.55,109.0279,0.6589119039,7000,0.9,0.848557,2.87859,0
0.195497,0.4,162.9745,0.5243622175,5000,0.5,0.952823,2.87864,0
0.206664,0.45,139.9811,0.5609892646,7000,0.65,0.916766,2.89271,0
0.197974,0.4,179.1399,0.5451441024,5000,0.55,0.946684,2.85957,0
0.195308,0.4,174.7438,0.5062725916,7000,0.5,0.951108,2.89651,0
0.20391,0.45,168.6844,0.5513194725,10000,0.65,0.926441,2.89302,0
0.214578,0.5,111.092,0.5795596344,10000,0.7,0.897346,2.91477,0
0.213478,0.5,107.9491,0.5650320457,10000,0.7,0.89047,2.93163,0
0.205621,0.45,153.6408,0.5570508708,10000,0.65,0.921395,2.89086,0
0.191558,0.4,179.8022,0.4831233489,10000,0.45,0.961052,2.91255,0
0.245807,0.5,110.9345,0.6598592994,10000,1,0.789964,2.87568,0
0.198303,0.4,174.0498,0.5503773339,5000,0.55,0.946191,2.85609,0
0.247887,0.55,85.5719,0.665815764,10000,0.95,0.795216,2.90114,0
0.23748,0.55,95.1932,0.6701996923,5000,0.9,0.836088,2.87843,0
0.202501,0.45,152.45,0.5389764134,10000,0.6,0.934563,2.90265,0
0.277283,0.65,50.3435,0.7180663561,10000,1,0.732383,2.94461,0
0.19292,0.45,145.5134,0.5028150384,7000,0.45,0.974247,2.91497,0
0.195308,0.4,167.2421,0.5302494765,5000,0.5,0.954659,2.87106,0
0.196251,0.4,176.761,0.490136771,10000,0.5,0.947008,2.9136,0
0.229347,0.55,91.8086,0.643294732,10000,0.85,0.844416,2.9051,0
0.201994,0.45,153.4326,0.5598488501,7000,0.6,0.940938,2.87887,0
0.261962,0.6,63.4637,0.6703403577,10000,0.95,0.767414,2.93831,0
0.265518,0.6,67.4742,0.6869426179,10000,1,0.757782,2.92435,0
0.197978,0.4,178.6256,0.5236025053,5000,0.55,0.942106,2.88291,0
0.202155,0.4,161.7425,0.5669777954,5000,0.6,0.930163,2.85134,0
0.195391,0.4,177.542,0.5164513317,7000,0.5,0.953949,2.8839,0
0.198585,0.4,170.9411,0.542083554,5000,0.55,0.942871,2.86666,0
0.195278,0.4,168.8372,0.5283488934,5000,0.5,0.955083,2.87284,0
0.195245,0.4,163.5805,0.5137577502,7000,0.5,0.950228,2.89156,0
0.22767,0.5,124.2302,0.6181173608,10000,0.85,0.855503,2.88713,0
0.228663,0.5,115.5577,0.6330715416,5000,0.85,0.854256,2.87579,0
0.204748,0.45,170.4153,0.5569596454,10000,0.65,0.928565,2.88506,0
0.194873,0.45,153.3253,0.5346325072,10000,0.5,0.967891,2.88893,0
0.229545,0.6,80.8978,0.653659378,7000,0.8,0.871504,2.9114,0
0.194806,0.4,179.9853,0.5054490193,10000,0.5,0.951484,2.89551,0
0.19797,0.4,177.2819,0.5460689894,7000,0.55,0.945856,2.86067,0
0.202292,0.45,132.0935,0.526458598,7000,0.6,0.92234,2.9244,0
0.212664,0.5,115.8006,0.5633541012,10000,0.7,0.89605,2.92632,0
0.241924,0.55,85.5367,0.637145651,10000,0.9,0.809401,2.92219,0
0.194533,0.4,161.7538,0.5050477032,7000,0.5,0.947573,2.90258,0
0.201767,0.4,177.1261,0.5584624873,5000,0.6,0.93321,2.85642,0
0.195815,0.4,161.2276,0.5225622339,5000,0.5,0.951803,2.88215,0
0.25788,0.6,68.6669,0.6816612935,10000,0.95,0.783152,2.92039,0
0.195313,0.4,167.3459,0.5273972277,5000,0.5,0.954808,2.87497,0
0.201551,0.4,174.2986,0.5367692715,5000,0.6,0.927139,2.87981,0
0.213082,0.5,120.8659,0.5961560536,7000,0.7,0.911098,2.88907,0
0.216722,0.5,123.4986,0.6018981739,7000,0.75,0.893611,2.88914,0
0.20463,0.45,158.6566,0.5613365082,7000,0.65,0.92568,2.88465,0
0.24418,0.55,75.0155,0.633173699,10000,0.9,0.790612,2.93806,0
0.236843,0.55,97.6201,0.6565814663,7000,0.9,0.834128,2.89042,0
0.206894,0.45,140.247,0.5568130863,7000,0.65,0.915034,2.89581,0
0.193029,0.4,179.9952,0.4919260367,10000,0.45,0.962339,2.90085,0
0.201098,0.4,178.6666,0.5659735001,5000,0.6,0.935761,2.84742,0
0.213459,0.5,111.8276,0.6004421721,5000,0.7,0.90557,2.8897,0
0.19595,0.4,173.6477,0.4888821482,10000,0.5,0.946684,2.9153,0
0.228629,0.5,110.0981,0.6301786236,10000,0.85,0.845751,2.88714,0
0.212893,0.5,118.9801,0.5943435891,7000,0.7,0.909529,2.89287,0
0.238993,0.55,77.5131,0.61872731,10000,0.85,0.813971,2.94093,0
0.206745,0.45,144.939,0.5581524595,5000,0.65,0.919169,2.89154,0
0.191072,0.4,173.486,0.4943004596,10000,0.45,0.962092,2.90213,0
0.267443,0.6,64.7709,0.697684538,7000,1,0.754952,2.91672,0
0.259246,0.6,66.1675,0.6747585574,10000,0.95,0.775076,2.93222,0
0.260024,0.55,70.5135,0.6424441983,10000,0.95,0.759773,2.93803,0
0.255459,0.55,77.5049,0.6444218764,10000,0.95,0.774792,2.92811,0
0.276037,0.6,56.7754,0.6755526637,10000,1,0.726924,2.95045,0
0.26395,0.6,68.6453,0.6793592849,10000,1,0.758387,2.92982,0
0.212264,0.5,125.6123,0.5888269527,7000,0.7,0.911737,2.89348,0
0.205889,0.45,149.0344,0.5288269874,7000,0.65,0.91201,2.92224,0
0.197914,0.4,179.9999,0.5226085064,7000,0.55,0.941869,2.88602,0
0.206173,0.45,152.2035,0.5638561731,7000,0.65,0.923005,2.88491,0
0.208515,0.5,120.304,0.5738215295,10000,0.65,0.923964,2.90485,0
0.236631,0.55,87.8469,0.6188442946,10000,0.85,0.830578,2.93037,0
0.198883,0.4,179.9778,0.5367597755,7000,0.55,0.943728,2.86989,0
0.195222,0.45,155.1448,0.5021024615,10000,0.5,0.960623,2.92408,0
0.195587,0.4,168.4578,0.5219248249,5000,0.5,0.953797,2.87874,0
0.195676,0.4,166.5924,0.5199022495,5000,0.5,0.951917,2.88261,0
0.271593,0.6,58.1817,0.6928671536,10000,1,0.736093,2.93366,0
0.190517,0.35,179.9973,0.4849693161,5000,0.4,0.957949,2.88243,0
0.240594,0.55,89.4668,0.6518316235,10000,0.9,0.820268,2.90444,0
0.252372,0.6,83.7125,0.7104424036,7000,1,0.79934,2.88221,0
0.19552,0.4,165.4749,0.5148633644,5000,0.5,0.951222,2.888,0
0.250075,0.55,73.5073,0.6261934339,10000,0.9,0.784944,2.94315,0
0.195868,0.4,170.3888,0.5175137525,5000,0.5,0.952984,2.88279,0
0.19829,0.4,178.0769,0.5339460918,5000,0.55,0.944142,2.87272,0
0.194389,0.4,177.9239,0.5203271914,7000,0.5,0.955437,2.87991,0
0.195097,0.4,179.9992,0.5067318133,10000,0.5,0.9519,2.89668,0
0.206769,0.45,158.6779,0.5351366105,10000,0.65,0.917416,2.91187,0
0.192154,0.4,177.6202,0.5146313818,7000,0.45,0.967246,2.87725,0
0.220821,0.55,103.1458,0.6101405705,10000,0.75,0.893172,2.91094,0
0.211652,0.5,130.3794,0.5769896802,7000,0.7,0.912043,2.90394,0
0.191968,0.45,131.64,0.4906472887,10000,0.45,0.967012,2.93561,0
0.204651,0.45,149.0059,0.5481434222,10000,0.65,0.916843,2.90328,0
0.195372,0.4,179.9835,0.5127385647,7000,0.5,0.953912,2.88679,0
0.234398,0.55,87.0717,0.6373034436,7000,0.85,0.836732,2.91326,0
0.224063,0.45,167.8522,0.5807081908,10000,0.85,0.85634,2.88946,0
0.242482,0.55,87.7101,0.6330387809,7000,0.9,0.812373,2.92118,0
0.195206,0.4,171.1701,0.5233224835,5000,0.5,0.955,2.87718,0
0.213243,0.5,114.67,0.5862792148,5000,0.7,0.903944,2.90209,0
0.238546,0.55,96.4989,0.6384843988,10000,0.9,0.826073,2.90813,0
0.219064,0.5,127.007,0.6405908034,5000,0.8,0.888461,2.85566,0
0.205599,0.45,150.1959,0.5645230691,10000,0.65,0.922147,2.88485,0
0.272866,0.6,58.4121,0.6770786013,10000,1,0.732305,2.94575,0
0.245546,0.55,80.6133,0.636507203,10000,0.9,0.80118,2.92586,0
0.195376,0.4,179.9709,0.5100300664,7000,0.5,0.953244,2.88955,0
0.210859,0.5,124.5588,0.5817660806,7000,0.7,0.910599,2.90206,0
0.194146,0.4,177.9522,0.5104398699,10000,0.5,0.95244,2.89386,0
0.214315,0.5,118.5475,0.5594594544,10000,0.7,0.897353,2.92918,0
0.223452,0.5,112.4946,0.6217748834,5000,0.8,0.869996,2.88361,0
0.198147,0.45,145.8512,0.5240766697,10000,0.55,0.945905,2.91291,0
0.211853,0.5,122.0112,0.5823688285,7000,0.7,0.908076,2.90403,0
0.19174,0.35,180,0.485941806,5000,0.45,0.946254,2.89122,0
0.206127,0.45,158.0128,0.579626209,5000,0.65,0.931014,2.86205,0
0.195712,0.4,160.8795,0.5221387808,5000,0.5,0.951283,2.88281,0
0.22934,0.5,96.8065,0.6153911487,10000,0.85,0.826735,2.91374,0
0.198818,0.45,138.6012,0.5158789596,10000,0.55,0.940818,2.9249,0
0.244396,0.6,64.4243,0.6490188967,10000,0.85,0.812759,2.94615,0
0.255663,0.55,74.0471,0.6527125048,10000,0.95,0.770492,2.92412,0
0.206431,0.45,143.9647,0.5773790511,5000,0.65,0.924454,2.87188,0
0.1983,0.4,179.9189,0.5325140636,5000,0.55,0.943924,2.87421,0
0.207664,0.45,138.8568,0.5641599982,7000,0.65,0.916076,2.88866,0
0.195521,0.4,169.7535,0.5119680377,7000,0.5,0.950753,2.89027,0
0.194593,0.4,165.274,0.510876023,7000,0.5,0.949693,2.89457,0
0.201646,0.4,174.8277,0.5578718732,5000,0.6,0.932414,2.85709,0
0.189065,0.4,163.2592,0.4745416994,7000,0.4,0.970245,2.91507,0
0.216009,0.5,122.0586,0.5935405943,7000,0.75,0.890435,2.89934,0
0.25936,0.65,56.4001,0.6678511826,10000,0.9,0.786956,2.96165,0
0.225621,0.45,149.6008,0.5801921037,10000,0.85,0.845873,2.89825,0
0.213781,0.5,119.8676,0.5784182447,5000,0.7,0.905405,2.90727,0
0.192179,0.4,176.0468,0.4993682842,7000,0.45,0.964028,2.89467,0
0.258289,0.6,68.2719,0.6723687641,10000,0.95,0.779573,2.92902,0
0.226179,0.45,146.0419,0.586434687,10000,0.85,0.845681,2.89432,0
0.213553,0.5,104.1688,0.5647930158,10000,0.7,0.886719,2.93508,0
0.213176,0.5,121.2939,0.5935353617,10000,0.7,0.909763,2.89276,0
0.191665,0.4,171.4138,0.4962588176,10000,0.45,0.961845,2.90068,0
0.219762,0.55,97.1607,0.6227444715,10000,0.75,0.890219,2.90502,0
0.19796,0.4,177.0631,0.5176053312,7000,0.55,0.939036,2.89261,0
0.198447,0.4,176.2992,0.5418725184,5000,0.55,0.944705,2.86359,0
0.23541,0.55,87.4536,0.6432318237,10000,0.85,0.83807,2.90712,0
0.242711,0.55,85.6944,0.6441644252,10000,0.9,0.811857,2.91512,0
0.197401,0.4,179.8716,0.5112201517,7000,0.55,0.938274,2.89846,0
0.240501,0.55,87.5389,0.6676878791,5000,0.9,0.823926,2.88828,0
0.238185,0.5,102.5263,0.6316595536,10000,0.9,0.815704,2.89691,0
0.264884,0.65,50.1674,0.6751839332,10000,0.9,0.76907,2.97023,0
0.23119,0.55,92.4868,0.6374709903,10000,0.85,0.844231,2.90918,0
0.204705,0.45,162.4788,0.5700759755,7000,0.65,0.92992,2.87218,0
0.194462,0.4,177.0559,0.4968452198,7000,0.5,0.950241,2.90636,0
0.189361,0.4,159.3913,0.4730738064,10000,0.4,0.967899,2.91865,0
0.19504,0.4,171.8553,0.5103042637,7000,0.5,0.951159,2.8917,0
0.259965,0.6,64.1703,0.6741506247,7000,0.95,0.770988,2.93272,0
0.19561,0.4,164.7651,0.5188233688,7000,0.5,0.951168,2.88543,0
0.204397,0.45,146.863,0.5724898854,10000,0.65,0.923059,2.87837,0
0.195146,0.4,172.046,0.5183226621,7000,0.5,0.952637,2.88303,0
0.265987,0.6,58.2341,0.6715709817,10000,0.95,0.754366,2.94676,0
0.192134,0.4,164.4209,0.4797155035,10000,0.45,0.956601,2.92123,0
0.195522,0.4,161.8802,0.5199580573,5000,0.5,0.951839,2.8838,0
0.197673,0.4,162.3247,0.5308915589,7000,0.55,0.937462,2.88426,0
0.202631,0.45,145.7842,0.5195409908,10000,0.6,0.92701,2.92439,0
0.213143,0.5,123.5678,0.576504436,10000,0.7,0.906865,2.90972,0
0.195613,0.4,176.187,0.5199957282,7000,0.5,0.954426,2.87995,0
0.195395,0.4,175.9044,0.5189210391,5000,0.5,0.954768,2.88092,0
0.231265,0.55,89.1789,0.6278505787,10000,0.85,0.835867,2.92221,0
0.240439,0.55,87.4528,0.6495894352,10000,0.9,0.816437,2.90834,0
0.252342,0.55,92.1692,0.6808310054,5000,1,0.789671,2.88325,0
0.209552,0.45,142.922,0.5825122141,7000,0.7,0.905065,2.87647,0
0.252441,0.55,81.5229,0.6445966511,10000,0.95,0.781574,2.92353,0
0.249979,0.6,77.8362,0.6695338549,10000,0.95,0.798263,2.92204,0
0.195297,0.4,174.2746,0.5186662059,7000,0.5,0.953575,2.884,0
0.235339,0.55,94.7974,0.6154163062,10000,0.85,0.838383,2.92726,0
0.202244,0.45,151.6513,0.5356079914,10000,0.6,0.932978,2.90764,0
0.237838,0.6,73.6119,0.6619932159,10000,0.85,0.836623,2.92256,0
0.212642,0.5,127.3954,0.5719760342,10000,0.7,0.907773,2.91174,0
0.256736,0.55,85.1993,0.6670241617,10000,1,0.771998,2.90546,0
0.255745,0.55,87.3995,0.6679024982,10000,1,0.775955,2.90135,0
0.204279,0.45,156.918,0.569146803,7000,0.65,0.927411,2.87736,0
0.250298,0.5,103.4846,0.6580977466,10000,1,0.780699,2.88278,0
0.242556,0.45,138.6048,0.6307761491,7000,1,0.792022,2.87208,0
0.214125,0.5,118.2297,0.5852957535,7000,0.75,0.88483,2.9113,0
0.213622,0.5,118.1545,0.5725384923,10000,0.7,0.900593,2.91548,0
0.25423,0.6,70.4691,0.6782742695,10000,0.95,0.786262,2.92224,0
0.195046,0.4,170.9951,0.5133636131,7000,0.5,0.95187,2.89049,0
0.208564,0.45,132.8343,0.5549461898,7000,0.65,0.909875,2.90313,0
0.195515,0.4,179.9937,0.5236907355,7000,0.5,0.956237,2.87436,0
0.195519,0.4,174.865,0.5114724277,5000,0.5,0.953115,2.88849,0
0.195118,0.4,179.9902,0.509480002,7000,0.5,0.952941,2.89139,0
0.203193,0.45,140.7805,0.5567107379,5000,0.6,0.93541,2.88585,0
0.212497,0.5,123.3734,0.5857253052,7000,0.7,0.909559,2.89868,0
0.192686,0.4,173.6649,0.4965859509,10000,0.45,0.961753,2.90031,0
0.221561,0.55,88.1283,0.593607621,10000,0.75,0.870466,2.94142,0
0.197281,0.45,150.4403,0.5328890579,7000,0.55,0.95127,2.89984,0
0.193915,0.4,178.8459,0.4797341708,10000,0.5,0.946177,2.92445,0
0.201704,0.45,146.2518,0.5381465069,10000,0.6,0.931419,2.90823,0
0.195767,0.4,160.6166,0.5317092633,5000,0.5,0.953406,2.87075,0
0.195203,0.4,179.9552,0.5185703906,7000,0.5,0.955139,2.8818,0
0.195262,0.4,171.4784,0.494151959,10000,0.55,0.931289,2.92168,0
0.19522,0.4,172.5452,0.5320845949,5000,0.5,0.95673,2.8666,0
0.246725,0.6,64.6891,0.6381672758,10000,0.85,0.809515,2.95596,0
0.195671,0.4,169.7516,0.5022881341,5000,0.5,0.949975,2.90031,0
0.195315,0.4,166.9952,0.5247774094,5000,0.5,0.953565,2.87665,0
0.239664,0.55,93.9396,0.6504768131,7000,0.9,0.826744,2.89955,0
0.195493,0.4,173.0281,0.5211380654,7000,0.5,0.953184,2.88084,0
0.194819,0.4,176.1229,0.5204533582,5000,0.5,0.955834,2.87921,0
0.201407,0.45,161.6023,0.5605765566,7000,0.6,0.944812,2.87497,0
0.227801,0.5,113.9041,0.6398227093,7000,0.85,0.854242,2.87367,0
0.195042,0.4,179.9897,0.5204162071,7000,0.5,0.955517,2.88006,0
0.193001,0.4,157.8343,0.5124590527,5000,0.45,0.962802,2.88398,0
0.255054,0.6,71.0403,0.6804772291,10000,0.95,0.788127,2.91858,0
0.211372,0.5,131.7894,0.5762259391,10000,0.7,0.911544,2.90592,0
0.19564,0.4,171.0101,0.5204113407,5000,0.5,0.954069,2.87921,0
0.264961,0.6,66.3006,0.7080552683,5000,1,0.76296,2.90496,0
0.195265,0.4,160.874,0.5159333899,7000,0.5,0.949095,2.89095,0
0.263336,0.6,61.5453,0.660325508,10000,0.95,0.760056,2.94911,0
0.243387,0.6,68.8434,0.6459614207,10000,0.85,0.821409,2.94383,0
0.212031,0.5,127.1453,0.5799865742,7000,0.7,0.911059,2.90243,0
0.195785,0.4,166.6667,0.5194178092,7000,0.5,0.951892,2.88424,0
0.198362,0.4,178.888,0.5122122959,7000,0.55,0.938314,2.89662,0
0.219917,0.55,100.9469,0.6049465653,7000,0.75,0.890683,2.91881,0
0.227812,0.5,124.7785,0.6026428006,10000,0.85,0.850499,2.90299,0
0.212219,0.5,119.82,0.5949476087,7000,0.7,0.909998,2.89162,0
0.232029,0.5,101.7876,0.6211621435,7000,0.85,0.835057,2.90061,0
0.19145,0.4,173.655,0.5139867208,10000,0.45,0.965169,2.88081,0
0.243902,0.55,85.3186,0.6387310541,10000,0.9,0.809913,2.9196,0
0.189584,0.4,168.1247,0.4701566374,10000,0.4,0.969404,2.92062,0
0.188317,0.4,165.2421,0.4664874974,10000,0.4,0.96827,2.92388,0
0.258281,0.55,79.1123,0.656997091,10000,1,0.758392,2.92171,0
0.194618,0.35,179.9997,0.5275546885,5000,0.5,0.940283,2.85504,0
0.23835,0.5,102.207,0.6281509114,7000,0.9,0.814461,2.89957,0
0.195259,0.4,163.1553,0.5346431404,5000,0.5,0.954812,2.86781,0
0.223165,0.45,144.7547,0.611513399,10000,0.85,0.853457,2.87065,0
0.210641,0.5,115.5573,0.5514686483,10000,0.65,0.913842,2.93104,0
0.195681,0.4,167.1681,0.5469052681,5000,0.5,0.957448,2.85308,0
0.195785,0.4,163.2392,0.4989701838,7000,0.5,0.946417,2.90832,0
0.228529,0.5,119.7489,0.6111165431,10000,0.85,0.848911,2.89929,0
0.189788,0.45,132.461,0.477943037,10000,0.4,0.979628,2.9379,0
0.202522,0.45,147.5787,0.5530942959,7000,0.6,0.936806,2.88841,0
0.20654,0.45,138.1742,0.5859875679,5000,0.65,0.923471,2.86674,0
0.202594,0.5,132.8081,0.5754339074,10000,0.65,0.933329,2.89732,0
0.234151,0.5,100.2251,0.5960585554,10000,0.85,0.823693,2.92548,0
0.242725,0.6,70.0833,0.6342369267,10000,0.85,0.820126,2.95082,0
0.239058,0.55,75.8531,0.6282506671,10000,0.9,0.79115,2.94437,0
0.199029,0.4,160.4417,0.5296069152,5000,0.55,0.937817,2.88387,0
0.211382,0.5,129.8392,0.5805927661,10000,0.7,0.912289,2.90125,0
0.187168,0.35,176.3704,0.452216827,7000,0.35,0.962493,2.91322,0
0.228072,0.6,75.9826,0.6167005453,10000,0.75,0.875227,2.94671,0
0.194503,0.4,175.3403,0.4997965716,7000,0.5,0.950517,2.90323,0
0.267018,0.6,59.0421,0.6507299534,10000,0.95,0.750474,2.96222,0
0.213275,0.5,119.5349,0.5858094843,7000,0.7,0.90701,2.90026,0
0.188863,0.4,167.2868,0.4691821766,10000,0.4,0.969977,2.92053,0
0.21838,0.45,150.0253,0.5832364448,10000,0.8,0.868403,2.89005,0
0.21653,0.5,124.5265,0.6146530453,5000,0.75,0.899012,2.8735,0
0.212058,0.5,124.5191,0.5735788372,10000,0.7,0.905906,2.91087,0
0.195237,0.4,166.2586,0.5342525546,5000,0.5,0.955656,2.86768,0
0.201643,0.4,160.9149,0.567531536,5000,0.6,0.930252,2.85221,0
0.244937,0.6,65.9109,0.6307709678,10000,0.85,0.81105,2.96043,0
0.20642,0.45,148.355,0.5510113056,10000,0.65,0.917212,2.90085,0
0.234587,0.55,86.5059,0.6337326945,10000,0.85,0.83325,2.91898,0
0.229647,0.5,118.8365,0.5925334048,10000,0.85,0.842178,2.91706,0
0.195273,0.4,173.5613,0.5275696234,5000,0.5,0.955946,2.87058,0
0.195382,0.4,177.9602,0.5075727681,10000,0.5,0.951662,2.89605,0
0.205659,0.45,134.5883,0.5564692652,7000,0.65,0.912447,2.90079,0
0.266421,0.6,65.6527,0.6913739547,10000,1,0.755258,2.92296,0
0.20096,0.45,158.0083,0.537031998,10000,0.6,0.936431,2.90378,0
0.195637,0.4,170.1314,0.5250762387,5000,0.5,0.954522,2.87555,0
0.199807,0.45,136.4606,0.5412633684,5000,0.55,0.947139,2.89543,0
0.211982,0.5,119.1479,0.5787047666,10000,0.7,0.904285,2.90936,0
0.20159,0.4,171.9284,0.5699201929,5000,0.6,0.934088,2.84457,0
0.246275,0.55,75.4191,0.6451483568,7000,0.9,0.795339,2.9253,0
0.268149,0.6,57.7835,0.6621826769,10000,0.95,0.749751,2.95302,0
0.198311,0.4,179.9786,0.5375293341,5000,0.55,0.945003,2.86853,0
0.252657,0.5,101.0386,0.645558748,10000,1,0.773298,2.89579,0
0.214371,0.45,141.2548,0.5776662124,10000,0.75,0.881542,2.89286,0
0.194936,0.4,179.9692,0.5188626437,7000,0.5,0.954826,2.88029,0
0.198596,0.4,165.2687,0.543572018,5000,0.55,0.941975,2.86626,0
0.213954,0.5,110.3779,0.5909037892,5000,0.7,0.902381,2.90001,0
0.202235,0.45,162.0824,0.5385000377,10000,0.6,0.938019,2.89966,0
