frac, phi, Eg, dge, Ed, s, Ce, ge, Y
0.22037,0.5,122.3711,0.6626125184,7000,0.85,0.869431,2.84506,1
0.244871,0.55,95.0611,0.7153997184,7000,1,0.80457,2.85196,1
0.200041,0.4,165.0685,0.5963786619,5000,0.65,0.922414,2.83022,1
0.206144,0.45,145.5391,0.6202740516,5000,0.7,0.917913,2.83347,1
0.244527,0.55,93.4144,0.7289748405,5000,1,0.807205,2.84014,1
0.239889,0.5,114.3665,0.6950130671,10000,1,0.806278,2.83978,1
0.223333,0.45,145.5607,0.6517090803,7000,0.9,0.847439,2.83618,1
0.232527,0.5,112.7002,0.6779397928,10000,0.95,0.821414,2.85246,1
0.193213,0.4,170.8303,0.559480663,7000,0.55,0.946971,2.84985,1
0.237289,0.45,131.6632,0.6790391852,5000,1,0.805025,2.82782,1
0.190906,0.35,186.1431,0.5478927701,5000,0.5,0.945677,2.83282,1
0.191398,0.4,171.7482,0.560506471,5000,0.5,0.961414,2.83599,1
0.226814,0.5,117.8906,0.6684095338,7000,0.9,0.846123,2.85006,1
0.218953,0.45,153.9375,0.6399245221,10000,0.85,0.869292,2.83567,1
0.190777,0.35,199.7107,0.5372776238,7000,0.5,0.945618,2.84209,1
0.225839,0.55,100.1735,0.6936600392,5000,0.85,0.872777,2.84518,1
0.239207,0.5,108.5859,0.6999860139,10000,1,0.801821,2.8401,1
0.239449,0.5,111.106,0.7109925826,7000,1,0.808659,2.82593,1
0.216743,0.45,139.0134,0.6607762719,5000,0.85,0.867256,2.82037,1
0.24757,0.55,88.1846,0.7028886953,10000,1,0.788812,2.87101,1
0.234847,0.5,111.0843,0.6931155214,5000,0.95,0.825756,2.83543,1
0.239587,0.55,93.3743,0.6900484967,10000,0.95,0.816059,2.87063,1
0.217541,0.45,133.681,0.635572215,5000,0.8,0.875843,2.84155,1
0.206903,0.5,123.0356,0.6146281854,10000,0.7,0.917176,2.87092,1
0.189869,0.35,199.182,0.5538357679,5000,0.5,0.949123,2.82159,1
0.202972,0.45,141.6244,0.5920609918,10000,0.7,0.907337,2.8692,1
0.243527,0.55,96.5368,0.7188034195,7000,1,0.808316,2.84583,1
0.238201,0.5,116.1357,0.693585752,10000,1,0.807957,2.8414,1
0.216237,0.5,125.9204,0.6555875705,7000,0.8,0.891581,2.84014,1
0.220346,0.45,146.1016,0.6447099258,10000,0.9,0.845277,2.84298,1
0.221682,0.5,113.7787,0.6780506989,5000,0.85,0.867476,2.83453,1
0.23415,0.45,144.4184,0.6793215316,10000,1,0.814152,2.82334,1
0.189272,0.35,197.6316,0.5284238924,7000,0.5,0.944126,2.85355,1
0.226837,0.45,137.7543,0.6635133098,10000,0.95,0.824775,2.83679,1
0.230268,0.45,135.8651,0.686015639,5000,0.95,0.831546,2.81154,1
0.208849,0.45,136.5541,0.6263472199,7000,0.75,0.894483,2.84464,1
0.233493,0.55,92.4627,0.692632289,5000,0.9,0.839378,2.861,1
0.239658,0.5,111.2315,0.6911396263,7000,1,0.802761,2.8447,1
0.228236,0.5,113.6476,0.6880289863,5000,0.9,0.848576,2.83243,1
0.231803,0.5,120.0628,0.6917262028,7000,0.95,0.833604,2.83308,1
0.232778,0.5,112.8891,0.7090173935,5000,0.95,0.832743,2.81988,1
0.225205,0.45,137.1756,0.6656481958,5000,0.9,0.846873,2.82364,1
0.234846,0.45,146.9013,0.6743165674,7000,1,0.814556,2.82445,1
0.230562,0.5,118.4394,0.6848482272,10000,0.95,0.829786,2.84203,1
0.239521,0.5,116.1282,0.6944143845,10000,1,0.807831,2.83911,1
0.240542,0.5,107.8383,0.6850653977,10000,1,0.796028,2.85447,1
0.211635,0.5,118.6197,0.6212430529,10000,0.75,0.895301,2.87492,1
0.215546,0.45,131.7805,0.6466021658,5000,0.8,0.878108,2.83216,1
0.208553,0.45,141.7149,0.6294000386,5000,0.75,0.899431,2.83495,1
0.214745,0.45,141.1578,0.6456504638,5000,0.8,0.884003,2.82726,1
0.2296,0.45,139.2347,0.6757797805,5000,0.95,0.831434,2.81853,1
0.236869,0.5,124.2772,0.6956848197,10000,1,0.817392,2.83338,1
0.22445,0.45,146.3797,0.6614881301,7000,0.9,0.851087,2.82406,1
0.196955,0.4,192.3565,0.5637807312,10000,0.6,0.937675,2.84634,1
0.236051,0.45,136.9999,0.6797046833,10000,1,0.8078,2.82548,1
0.209271,0.4,179.063,0.6146476555,7000,0.75,0.896693,2.82081,1
0.205206,0.45,127.2608,0.6257824276,3000,0.65,0.928644,2.82611,1
0.202093,0.4,149.2044,0.6308091972,3000,0.65,0.926022,2.79413,1
0.219871,0.5,130.0253,0.6613410859,7000,0.85,0.875802,2.84027,1
0.234083,0.5,106.8628,0.6723348232,7000,0.95,0.813473,2.86303,1
0.226467,0.45,129.0349,0.6714435577,5000,0.9,0.842094,2.82279,1
0.234058,0.45,135.5095,0.7176466072,5000,1,0.821579,2.78705,1
0.245337,0.55,92.0342,0.6915239511,10000,1,0.791631,2.87645,1
0.199487,0.45,143.7081,0.5776590609,7000,0.65,0.923952,2.87588,1
0.224549,0.45,134.3282,0.6752999266,5000,0.9,0.847703,2.81655,1
0.203456,0.4,163.8078,0.6165925719,5000,0.7,0.909623,2.81594,1
0.237191,0.5,123.8028,0.6925082012,10000,1,0.815624,2.83738,1
0.222494,0.45,146.2031,0.656318628,7000,0.9,0.849565,2.83075,1
0.212533,0.45,157.0778,0.6396068667,10000,0.8,0.891129,2.82637,1
0.227944,0.5,110.1556,0.660429476,7000,0.9,0.835947,2.86355,1
0.232653,0.5,117.7792,0.6957511278,7000,0.95,0.832673,2.82948,1
0.228135,0.45,151.201,0.6631581518,10000,0.95,0.833894,2.82911,1
0.22744,0.5,120.8569,0.6717499324,7000,0.9,0.85,2.84314,1
0.234353,0.5,111.0483,0.6910116848,5000,0.95,0.82468,2.83748,1
0.20846,0.4,183.2355,0.6142648618,5000,0.75,0.898696,2.81933,1
0.206634,0.4,171.8583,0.6188662153,5000,0.75,0.895731,2.82014,1
0.190929,0.35,182.8356,0.5502181706,5000,0.5,0.945222,2.83129,1
0.227469,0.45,145.6623,0.6478640787,10000,0.95,0.824914,2.84884,1
0.22035,0.45,139.2619,0.66149076,5000,0.85,0.867776,2.81945,1
0.19297,0.35,200,0.5603235306,5000,0.5,0.949616,2.81324,1
0.198074,0.4,150.5845,0.62232559,3000,0.6,0.940387,2.79445,1
0.225686,0.5,129.5555,0.6614922378,10000,0.9,0.85432,2.8496,1
0.191848,0.35,189.0915,0.5521912399,5000,0.5,0.945751,2.82584,1
0.235832,0.45,131.5824,0.699635232,5000,1,0.811469,2.80776,1
0.228185,0.5,108.2097,0.6823422213,5000,0.9,0.841665,2.84216,1
0.225371,0.5,116.3428,0.6690759424,10000,0.9,0.844046,2.85216,1
0.196333,0.4,177.4394,0.5857509083,5000,0.6,0.939937,2.82671,1
0.240643,0.5,108.9238,0.7140639098,5000,1,0.808554,2.82496,1
0.236382,0.5,120.836,0.728865397,5000,1,0.826178,2.80129,1
0.209024,0.5,108.7576,0.6560106266,3000,0.7,0.921821,2.83176,1
0.211203,0.45,145.0306,0.6210267118,10000,0.8,0.878109,2.85483,1
0.230493,0.5,107.7192,0.6820594008,5000,0.9,0.840254,2.8424,1
0.187436,0.4,150.0431,0.5342163605,5000,0.5,0.951246,2.87419,1
0.228343,0.45,140.1893,0.6667180895,10000,0.95,0.827161,2.83103,1
0.231962,0.5,117.9008,0.7174698941,5000,0.95,0.841089,2.80623,1
0.204101,0.45,137.3022,0.6159801585,5000,0.7,0.912663,2.84503,1
0.225023,0.45,139.1783,0.6488278589,7000,0.9,0.841531,2.84154,1
0.232761,0.5,116.5814,0.6807842786,7000,0.95,0.826596,2.84465,1
0.227456,0.5,113.0573,0.6835204384,5000,0.9,0.846893,2.83789,1
0.231253,0.55,96.7419,0.6866986595,10000,0.9,0.842845,2.86426,1
0.191232,0.35,195.7098,0.5514459216,5000,0.5,0.947608,2.82472,1
0.233319,0.5,119.1993,0.6869411745,7000,0.95,0.831196,2.83857,1
0.201955,0.4,154.6163,0.6398680832,3000,0.65,0.929558,2.78106,1
0.241937,0.5,101.7013,0.6774408601,10000,1,0.786035,2.86744,1
0.192029,0.35,198.6404,0.5494389374,7000,0.5,0.9476,2.82968,1
0.206147,0.45,151.3156,0.631027256,5000,0.7,0.924115,2.81986,1
0.186524,0.35,183.9189,0.5401822492,5000,0.5,0.944069,2.8433,1
0.211366,0.45,143.6069,0.6283741462,5000,0.75,0.900484,2.83481,1
0.22781,0.5,112.039,0.6905724249,5000,0.9,0.847784,2.8301,1
0.221221,0.5,111.5714,0.657616063,7000,0.85,0.858178,2.85836,1
0.209528,0.45,147.4643,0.6104706022,7000,0.75,0.896253,2.85425,1
0.223074,0.45,139.5697,0.6442788714,10000,0.9,0.84039,2.84831,1
0.207994,0.45,145.965,0.6226547377,7000,0.75,0.899466,2.84269,1
0.221136,0.55,86.2842,0.6445202176,10000,0.8,0.860987,2.90363,1
0.192376,0.35,200,0.5575499866,5000,0.5,0.949587,2.81893,1
0.226064,0.45,128.4654,0.6624774093,5000,0.9,0.838649,2.83196,1
0.207905,0.4,178.768,0.6342732818,5000,0.75,0.903298,2.79915,1
0.214152,0.45,143.5709,0.652580921,5000,0.8,0.888087,2.81861,1
0.228411,0.45,136.5012,0.6861236689,7000,0.95,0.831615,2.81298,1
0.197563,0.4,174.2605,0.5822343347,5000,0.6,0.937824,2.83026,1
0.202504,0.4,147.5095,0.6347004846,3000,0.65,0.925665,2.79367,1
0.199021,0.45,135.8576,0.5748380844,5000,0.6,0.937505,2.87034,1
0.233653,0.5,106.6365,0.6763984017,10000,0.95,0.813964,2.85921,1
0.225132,0.5,132.7418,0.6666779383,7000,0.9,0.858475,2.83943,1
0.188909,0.35,188.6574,0.5438803591,7000,0.5,0.94485,2.83825,1
0.244987,0.55,94.4822,0.7026252953,10000,1,0.799275,2.86438,1
0.239892,0.5,112.2024,0.6981226489,5000,1,0.806715,2.83636,1
0.226977,0.45,149.6872,0.6624534601,10000,0.95,0.833048,2.831,1
0.231772,0.45,132.5266,0.6832138992,5000,0.95,0.827849,2.81451,1
0.238201,0.55,94.2355,0.7184040561,5000,0.95,0.827386,2.84002,1
0.220046,0.55,92.1239,0.6671294053,7000,0.8,0.876388,2.87303,1
0.236632,0.55,95.7414,0.7238365161,5000,0.95,0.831917,2.8338,1
0.23873,0.5,117.8937,0.6944837738,7000,1,0.811062,2.83743,1
0.19713,0.4,190.5934,0.5826177041,10000,0.6,0.941349,2.82772,1
0.232245,0.5,111.4433,0.6869865239,10000,0.95,0.822652,2.84531,1
0.192152,0.35,194.3699,0.5505939674,5000,0.5,0.947286,2.8262,1
0.205853,0.4,170.3324,0.6190962722,7000,0.75,0.894272,2.8218,1
0.219179,0.45,137.9815,0.6687129088,5000,0.85,0.868845,2.81271,1
0.232104,0.5,116.317,0.6836175061,7000,0.95,0.827839,2.84262,1
0.199794,0.45,132.0386,0.5875834074,5000,0.65,0.921332,2.86755,1
0.23477,0.45,145.6723,0.6723458701,10000,1,0.812614,2.82844,1
0.229375,0.45,140.7499,0.6494195003,10000,0.95,0.821904,2.84844,1
0.223625,0.45,148.2056,0.6448139924,10000,0.9,0.84617,2.84209,1
0.208949,0.45,135.4292,0.6174271662,7000,0.75,0.891178,2.85505,1
0.208615,0.45,147.0284,0.6359231768,5000,0.75,0.90439,2.82592,1
0.233401,0.5,111.4528,0.7037614395,5000,0.95,0.82971,2.82523,1
0.228041,0.5,103.7687,0.6664738417,7000,0.9,0.830413,2.86435,1
0.208693,0.45,146.3352,0.6093909279,7000,0.75,0.89585,2.85589,1
0.226874,0.5,123.1515,0.672585784,7000,0.9,0.852077,2.84099,1
0.208941,0.45,136.5016,0.6213688884,7000,0.75,0.893251,2.84806,1
0.197053,0.45,147.1566,0.5903306932,10000,0.65,0.928056,2.86269,1
0.22425,0.45,130.9075,0.6478900053,7000,0.9,0.835451,2.84831,1
0.241107,0.5,105.7666,0.6769725412,10000,1,0.791057,2.86472,1
0.210313,0.45,147.2025,0.6354956577,5000,0.75,0.904517,2.82473,1
0.199097,0.4,181.1525,0.59525569,5000,0.6,0.942246,2.81334,1
0.19457,0.4,165.8558,0.5762362804,7000,0.6,0.933422,2.84424,1
0.205789,0.4,171.0068,0.6156666425,5000,0.7,0.91208,2.81252,1
0.238664,0.5,115.8799,0.718139323,5000,1,0.817726,2.81485,1
0.202606,0.45,135.7916,0.5880400608,5000,0.65,0.922967,2.86434,1
0.239874,0.5,117.2132,0.6967412666,7000,1,0.810888,2.83495,1
0.219752,0.45,145.1995,0.6401219442,7000,0.85,0.863813,2.83718,1
0.203131,0.4,151.848,0.6316289098,3000,0.65,0.926739,2.79199,1
0.224852,0.45,136.5198,0.6516416402,7000,0.9,0.840678,2.84107,1
0.230587,0.5,124.9174,0.6834496269,10000,0.95,0.835497,2.8387,1
0.234497,0.45,144.8555,0.6684960694,7000,1,0.811233,2.83199,1
0.221319,0.55,91.2402,0.6556943573,7000,0.8,0.871829,2.88632,1
0.228276,0.5,118.6432,0.6815251591,5000,0.9,0.851906,2.83249,1
0.242091,0.5,109.7135,0.6860311003,7000,1,0.798344,2.8522,1
0.22515,0.55,99.8329,0.6744906675,7000,0.85,0.866044,2.86449,1
0.209818,0.45,152.1921,0.6353787312,5000,0.75,0.906921,2.82363,1
0.219586,0.5,127.6115,0.6451789752,10000,0.85,0.868372,2.85997,1
0.22652,0.55,97.0874,0.6592861664,10000,0.85,0.856859,2.88455,1
0.228004,0.5,119.4922,0.6886955771,5000,0.9,0.854387,2.82654,1
0.228744,0.5,114.1749,0.6786215658,7000,0.9,0.845794,2.84205,1
0.212083,0.5,112.8596,0.6359799153,5000,0.75,0.896767,2.86138,1
0.224719,0.45,133.4518,0.6689213058,5000,0.9,0.845329,2.82282,1
0.205683,0.45,154.8254,0.6153028174,10000,0.7,0.919387,2.83807,1
0.235276,0.45,139.8862,0.6818930406,7000,1,0.811578,2.82077,1
0.206335,0.45,152.3299,0.6263345649,5000,0.7,0.923738,2.82396,1
0.227724,0.5,117.8328,0.6719669597,7000,0.9,0.846618,2.84671,1
0.197788,0.45,140.3464,0.5888162544,5000,0.6,0.943805,2.85371,1
0.236684,0.55,99.3499,0.7028523138,7000,0.95,0.829276,2.85123,1
0.192993,0.35,171.0279,0.5819147632,3000,0.5,0.950114,2.79555,1
0.238182,0.5,114.675,0.6930846198,10000,1,0.806109,2.84248,1
0.226427,0.5,125.6498,0.6691508466,7000,0.9,0.853109,2.84316,1
0.228116,0.5,108.2851,0.6555497343,10000,0.9,0.830661,2.87272,1
0.198385,0.4,180.133,0.5889684624,5000,0.6,0.94081,2.82056,1
0.23889,0.5,115.5668,0.7090367674,5000,1,0.813998,2.82222,1
0.239509,0.5,113.9721,0.7088860793,5000,1,0.812292,2.82307,1
0.232545,0.5,121.9822,0.6890594852,7000,0.95,0.834339,2.83294,1
0.235561,0.45,132.3025,0.6741868128,7000,1,0.8029,2.8345,1
0.223097,0.5,114.0166,0.6472936609,10000,0.85,0.855677,2.86799,1
0.189283,0.35,200,0.5409793474,7000,0.5,0.94577,2.83697,1
0.208786,0.4,162.0601,0.6378026674,5000,0.8,0.878648,2.81175,1
0.226328,0.55,91.3602,0.6784576834,5000,0.85,0.857368,2.86807,1
0.199388,0.4,165.9928,0.5800902798,7000,0.65,0.917475,2.84641,1
0.237632,0.55,94.2679,0.6883696061,10000,0.95,0.816716,2.87249,1
0.187502,0.35,199.638,0.5412087107,7000,0.5,0.946008,2.83684,1
0.196724,0.4,165.8405,0.5804112332,5000,0.6,0.935089,2.83678,1
0.224832,0.45,143.3811,0.6655356771,7000,0.9,0.850859,2.82083,1
0.192782,0.35,199.9995,0.5441457155,5000,0.5,0.947081,2.83086,1
0.23879,0.5,116.3967,0.7087567314,7000,1,0.814014,2.82424,1
0.222616,0.5,125.5248,0.6696877411,7000,0.85,0.874006,2.83523,1
0.233797,0.5,111.4481,0.7068823392,5000,0.95,0.830609,2.82196,1
0.208392,0.5,100.6658,0.6092553744,7000,0.7,0.897914,2.89336,1
0.213944,0.45,150.5362,0.6468039255,5000,0.8,0.890789,2.81906,1
0.234619,0.5,106.644,0.6806718604,7000,0.95,0.815899,2.85375,1
0.223024,0.5,117.4492,0.6493243268,10000,0.85,0.860232,2.86132,1
0.211606,0.5,125.1702,0.6495804197,7000,0.75,0.909377,2.84065,1
0.201118,0.4,174.9664,0.5872023294,5000,0.65,0.92312,2.83477,1
0.231133,0.5,124.7131,0.6819079171,10000,0.95,0.834577,2.8401,1
0.2314,0.6,74.1915,0.6709359241,10000,0.85,0.840679,2.91476,1
0.209073,0.45,140.8762,0.6250485387,7000,0.75,0.896772,2.84398,1
0.239525,0.6,67.8944,0.6926854349,10000,0.9,0.809967,2.91074,1
0.213505,0.45,142.0874,0.6528301255,5000,0.8,0.886968,2.81902,1
0.213991,0.45,137.1801,0.6493822475,5000,0.8,0.88317,2.82485,1
0.187197,0.35,199.9837,0.5361158557,7000,0.5,0.945944,2.84323,1
0.237534,0.5,130.5396,0.6779415334,10000,1,0.81667,2.84365,1
0.239794,0.5,104.9982,0.6844553525,10000,1,0.792434,2.85999,1
0.209973,0.45,142.4844,0.6329365686,5000,0.75,0.900537,2.83187,1
0.194318,0.4,164.976,0.5676731591,7000,0.6,0.931222,2.85278,1
0.222838,0.45,149.1574,0.6494610142,10000,0.9,0.848554,2.83697,1
0.188993,0.35,200,0.5476475436,10000,0.5,0.946352,2.83248,1
0.203257,0.45,144.6465,0.6116421949,5000,0.65,0.934083,2.83444,1
0.219883,0.45,128.8088,0.6985260438,3000,0.85,0.873312,2.78392,1
0.238215,0.45,127.674,0.7003432145,5000,1,0.808521,2.80721,1
0.23269,0.5,123.2697,0.6871290916,7000,0.95,0.835378,2.83325,1
0.2383,0.5,119.8435,0.7149544074,5000,1,0.82018,2.81486,1
0.22582,0.5,118.1735,0.6689774723,10000,0.9,0.845704,2.85,1
0.197715,0.4,189.0728,0.5627801119,10000,0.6,0.935893,2.84979,1
0.239382,0.45,123.5712,0.6925732,5000,1,0.801825,2.81841,1
0.190204,0.35,191.4181,0.5575878482,5000,0.5,0.948507,2.82046,1
0.190168,0.35,189.1603,0.5391377091,7000,0.5,0.943628,2.84282,1
0.233395,0.5,116.4388,0.688106335,7000,0.95,0.829191,2.83818,1
0.225564,0.5,122.489,0.6643423277,10000,0.9,0.848419,2.85198,1
0.230133,0.45,147.5047,0.6626905433,7000,0.95,0.831472,2.82969,1
0.220821,0.55,91.2074,0.6481921248,7000,0.8,0.869517,2.89348,1
0.237472,0.5,120.1943,0.686468752,10000,1,0.80962,2.84367,1
0.234023,0.45,148.96,0.6769772126,10000,1,0.816548,2.82185,1
0.238539,0.5,115.5621,0.6968224061,7000,1,0.809398,2.83686,1
0.191533,0.45,127.6203,0.5578687245,5000,0.5,0.963966,2.87245,1
0.239757,0.5,116.0673,0.6949560073,10000,1,0.808116,2.84041,1
0.232339,0.5,119.4307,0.6844749391,10000,0.95,0.830293,2.84048,1
0.230771,0.5,120.942,0.6796187892,10000,0.95,0.830307,2.84404,1
0.227434,0.5,117.2778,0.6649344597,10000,0.9,0.843243,2.85499,1
0.239281,0.5,116.9598,0.7013402203,7000,1,0.812161,2.83101,1
0.19797,0.4,183.2874,0.5903038208,5000,0.6,0.9431,2.81841,1
0.233664,0.45,134.923,0.687398032,7000,1,0.809814,2.81995,1
0.224584,0.45,129.0099,0.6433913807,10000,0.9,0.831595,2.85476,1
0.230028,0.5,125.1621,0.7017348864,7000,0.95,0.842003,2.8191,1
0.196563,0.35,184.59,0.6035145139,3000,0.55,0.944059,2.77633,1
0.228999,0.5,116.4267,0.6831127905,5000,0.9,0.849678,2.83254,1
0.235309,0.45,140.7817,0.7007697984,5000,1,0.819594,2.80027,1
0.217084,0.5,115.0194,0.6502005881,7000,0.8,0.880257,2.8544,1
0.223019,0.5,120.5369,0.6736707636,5000,0.85,0.871908,2.83335,1
0.195841,0.45,142.0024,0.5815507304,7000,0.6,0.941825,2.86171,1
0.238564,0.5,120.3163,0.7007779477,10000,1,0.815082,2.82964,1
0.222802,0.5,105.8032,0.6376171708,10000,0.85,0.845081,2.88433,1
0.228015,0.5,119.3806,0.6816630457,5000,0.9,0.852073,2.83292,1
0.198943,0.4,166.0856,0.6108662388,3000,0.6,0.944329,2.79902,1
0.222276,0.45,142.5565,0.6441702619,10000,0.9,0.842691,2.84567,1
0.222448,0.5,113.3737,0.6674043107,5000,0.85,0.863314,2.84499,1
0.204663,0.4,174.25,0.6263493162,5000,0.7,0.915964,2.80084,1
0.239498,0.5,111.1024,0.720171286,5000,1,0.812714,2.81593,1
0.233728,0.45,142.551,0.718433704,5000,1,0.827197,2.78024,1
0.229505,0.45,141.4422,0.6740885632,7000,0.95,0.831568,2.8209,1
0.23381,0.5,116.1426,0.6971139443,5000,0.95,0.832283,2.82709,1
0.22908,0.45,136.8983,0.6877851534,5000,0.95,0.833315,2.80859,1
0.204157,0.4,171.8005,0.6026594059,7000,0.7,0.908278,2.82872,1
0.229421,0.45,133.1111,0.6860811431,5000,0.95,0.829691,2.81461,1
0.225446,0.45,136.7082,0.6692815878,5000,0.9,0.84769,2.81974,1
0.230853,0.5,129.7351,0.688298317,10000,0.95,0.841093,2.82958,1
0.205822,0.45,158.4231,0.6171111851,7000,0.7,0.922756,2.8348,1
0.238657,0.5,112.4323,0.7136628196,5000,1,0.812086,2.82155,1
0.212509,0.45,151.8474,0.6228470807,10000,0.8,0.881936,2.84733,1
0.244212,0.55,94.3165,0.696526052,10000,1,0.796595,2.86991,1
0.209648,0.45,134.2059,0.6222880162,5000,0.75,0.89269,2.84874,1
0.228085,0.5,113.8136,0.6609347896,10000,0.9,0.838346,2.86146,1
0.240514,0.5,111.024,0.7098139231,5000,1,0.809132,2.82538,1
0.213442,0.45,140.2727,0.6291996161,10000,0.85,0.856752,2.85678,1
0.211903,0.45,155.6666,0.633591986,10000,0.8,0.888202,2.83534,1
0.192418,0.4,157.2839,0.5693457823,5000,0.5,0.959337,2.83242,1
0.23286,0.5,116.5071,0.6901535691,7000,0.95,0.829679,2.83647,1
0.231971,0.5,121.7936,0.6702926721,10000,0.95,0.82823,2.85417,1
0.252823,0.6,72.638,0.7146311053,10000,1,0.778677,2.89368,1
0.214551,0.45,145.3039,0.6511085579,5000,0.8,0.888906,2.81965,1
0.214268,0.45,135.0731,0.6473166525,5000,0.8,0.880769,2.82863,1
0.244811,0.55,89.1557,0.6993238234,10000,1,0.789732,2.87397,1
0.202018,0.4,163.3255,0.6295075447,3000,0.65,0.931197,2.78884,1
0.239932,0.5,106.7761,0.6874777462,7000,1,0.796371,2.8538,1
0.237765,0.5,115.6739,0.7122294392,5000,1,0.815076,2.82056,1
0.215805,0.5,126.3292,0.6476336702,10000,0.8,0.888565,2.85122,1
0.208555,0.45,133.9796,0.6635536408,3000,0.7,0.92412,2.79054,1
0.209716,0.4,175.9151,0.6223012956,5000,0.75,0.89806,2.81211,1
0.239668,0.5,116.6516,0.7000535674,7000,1,0.811046,2.8333,1
0.235304,0.45,137.5722,0.6872378871,7000,1,0.811954,2.81867,1
0.210005,0.45,144.793,0.6364454607,7000,0.75,0.902208,2.8281,1
0.245283,0.55,94.0965,0.693164344,10000,1,0.795424,2.87236,1
0.231335,0.5,120.8626,0.6698247366,10000,0.95,0.82665,2.85412,1
0.202626,0.45,141.3731,0.6129792603,5000,0.65,0.932335,2.83368,1
0.203891,0.45,162.3214,0.6052714174,10000,0.7,0.920866,2.84568,1
0.219546,0.45,133.6013,0.6438833647,5000,0.85,0.857991,2.84061,1
0.210619,0.45,149.0755,0.6096392674,7000,0.75,0.897332,2.85312,1
0.238674,0.5,116.8643,0.6890615431,7000,1,0.807785,2.8436,1
0.231853,0.5,113.1902,0.6801081475,10000,0.95,0.822138,2.85009,1
0.225456,0.5,122.3698,0.6976999333,5000,0.9,0.860477,2.81569,1
0.235869,0.45,142.4987,0.6809101896,10000,1,0.812601,2.82223,1
0.209212,0.45,152.5158,0.6219425737,7000,0.75,0.902231,2.83988,1
0.232721,0.5,111.1737,0.6923970395,10000,0.95,0.82406,2.8408,1
0.210794,0.45,148.1888,0.6315139185,10000,0.8,0.883259,2.84155,1
0.211605,0.5,112.8152,0.6423244902,5000,0.75,0.899553,2.85486,1
0.19175,0.35,195.339,0.5581096443,7000,0.55,0.935532,2.83023,1
0.196037,0.4,157.1103,0.5729771233,5000,0.6,0.930011,2.84834,1
0.225993,0.5,126.9999,0.6598531411,10000,0.9,0.85047,2.85225,1
0.20879,0.4,171.5577,0.6136760154,5000,0.75,0.894314,2.82265,1
0.247864,0.55,86.9148,0.7137804439,7000,1,0.791385,2.85992,1
0.186722,0.35,199.9881,0.5300421522,7000,0.5,0.94418,2.85153,1
0.217601,0.5,120.719,0.659554048,5000,0.8,0.888402,2.83897,1
0.238715,0.5,118.4725,0.6887361235,10000,1,0.808862,2.84414,1
0.214042,0.5,126.6844,0.6588943166,7000,0.8,0.893506,2.8388,1
0.225337,0.55,98.4371,0.6861063976,5000,0.85,0.868651,2.85452,1
0.240232,0.5,104.6907,0.7010079635,5000,1,0.79872,2.84206,1
0.240424,0.55,87.4964,0.6869421565,10000,0.95,0.806619,2.88104,1
0.232482,0.5,122.8249,0.6784619556,7000,0.95,0.831861,2.84156,1
0.216027,0.45,146.5364,0.6347090916,10000,0.85,0.862399,2.84565,1
0.219675,0.45,135.6371,0.6598922148,5000,0.85,0.864683,2.82362,1
0.225257,0.55,98.6549,0.6593903314,10000,0.85,0.858791,2.88302,1
0.195863,0.4,165.5031,0.5839721589,5000,0.6,0.9355,2.833,1
0.2089,0.45,148.9316,0.5988268499,10000,0.75,0.893282,2.86771,1
0.190258,0.4,139.6006,0.5550336768,5000,0.5,0.951277,2.85815,1
0.230775,0.5,124.6385,0.7088398917,5000,0.95,0.844536,2.80896,1
0.241435,0.5,103.8835,0.6834081782,10000,1,0.790632,2.86084,1
0.218067,0.45,140.7847,0.6286440038,7000,0.85,0.857256,2.85438,1
0.238094,0.5,116.6307,0.6998045076,7000,1,0.811455,2.83361,1
0.22339,0.45,140.1135,0.6373276318,10000,0.9,0.838212,2.85375,1
0.234166,0.5,105.3656,0.663658739,10000,0.95,0.808456,2.87241,1
0.239301,0.5,116.4435,0.6990046389,7000,1,0.811145,2.83353,1
0.234462,0.45,141.2144,0.6944846131,7000,1,0.816746,2.80744,1
0.238132,0.5,118.6383,0.7063638517,7000,1,0.815863,2.82495,1
0.226483,0.45,135.2306,0.6655150151,5000,0.9,0.845062,2.82487,1
0.226789,0.5,117.6626,0.6577343867,10000,0.9,0.841222,2.86202,1
0.223437,0.45,149.2852,0.6504251158,7000,0.9,0.849992,2.83473,1
0.19446,0.4,162.0544,0.5757041909,7000,0.6,0.931968,2.84447,1
0.226825,0.5,121.5315,0.6926942605,5000,0.9,0.857847,2.82121,1
0.224097,0.5,120.2844,0.6679632725,10000,0.9,0.847497,2.85147,1
0.235908,0.45,140.1334,0.6608026835,7000,1,0.804879,2.8415,1
0.220518,0.45,129.8024,0.6565744025,5000,0.85,0.858984,2.83047,1
0.192949,0.35,182.24,0.571457701,3000,0.5,0.950746,2.80252,1
0.216787,0.45,142.8918,0.6431433062,10000,0.85,0.862557,2.84069,1
0.2263,0.45,135.4914,0.6519792439,10000,0.95,0.819232,2.85035,1
0.210906,0.45,147.9998,0.6417643146,5000,0.75,0.906193,2.81814,1
0.192604,0.35,195.4401,0.5464201313,5000,0.5,0.946997,2.83004,1
0.230951,0.5,123.5916,0.714598242,5000,0.95,0.845092,2.80475,1
0.207634,0.45,160.4679,0.6138345418,10000,0.75,0.903844,2.84455,1
